timestamp,temp_clean,temp_observed,is_anomaly,anomaly_type,scenario_id,scenario_name,seed,dataset_name
2025-01-01 00:00:00,4.218632409324003,4.218632409324003,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:05:00,4.2166143625105645,4.2166143625105645,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:10:00,4.293712584266612,4.293712584266612,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:15:00,4.237028288423091,4.237028288423091,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:20:00,4.212914512953309,4.212914512953309,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:25:00,4.241465382597277,4.241465382597277,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:30:00,4.255496080446247,4.255496080446247,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:35:00,4.174235898481536,4.174235898481536,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:40:00,4.401528368905546,4.401528368905546,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:45:00,4.300164135974601,4.300164135974601,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:50:00,4.292797188384267,4.292797188384267,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 00:55:00,4.321144980806292,4.321144980806292,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:00:00,4.333907608251655,4.333907608251655,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:05:00,4.299416398770232,4.299416398770232,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:10:00,4.282842253944689,4.282842253944689,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:15:00,4.352286816556713,4.352286816556713,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:20:00,4.349456063252176,4.349456063252176,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:25:00,4.297475081974135,4.297475081974135,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:30:00,4.416659846255322,4.416659846255322,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:35:00,4.368050174393538,4.368050174393538,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:40:00,4.397480721134775,4.397480721134775,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:45:00,4.438122328760157,4.438122328760157,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:50:00,4.377083318568537,4.377083318568537,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 01:55:00,4.399221878712803,4.399221878712803,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:00:00,4.431180631415454,4.431180631415454,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:05:00,4.361657617393974,4.361657617393974,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:10:00,4.407737928128875,4.407737928128875,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:15:00,4.418357620508095,4.418357620508095,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:20:00,4.371229226649469,4.371229226649469,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:25:00,4.541770061731323,4.541770061731323,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:30:00,4.3622807568114395,4.3622807568114395,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:35:00,4.374395659621121,4.374395659621121,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:40:00,4.511562957319478,4.511562957319478,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:45:00,4.487958241123529,4.487958241123529,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:50:00,4.407329743460884,4.407329743460884,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 02:55:00,4.495212528207366,4.495212528207366,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:00:00,4.544345065421193,4.544345065421193,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:05:00,4.47542561868164,4.47542561868164,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:10:00,4.612745353766375,4.612745353766375,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:15:00,4.402343267651594,4.402343267651594,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:20:00,4.528853954434638,4.528853954434638,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:25:00,4.557977517714635,4.557977517714635,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:30:00,4.549576193006017,4.549576193006017,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:35:00,4.500016430562646,4.500016430562646,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:40:00,4.500802490707072,4.500802490707072,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:45:00,4.542485171162673,4.542485171162673,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:50:00,4.565879920529693,4.565879920529693,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 03:55:00,4.559889089220675,4.559889089220675,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:00:00,4.586298539486887,4.586298539486887,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:05:00,4.4877375174677585,4.4877375174677585,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:10:00,4.531531184746911,4.531531184746911,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:15:00,4.500009278183478,4.500009278183478,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:20:00,4.5316447448101,4.5316447448101,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:25:00,4.605500120920884,4.605500120920884,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:30:00,4.563773836993598,4.563773836993598,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:35:00,4.692198596255394,4.692198596255394,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:40:00,4.5748510199745045,4.5748510199745045,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:45:00,4.571333133306623,4.571333133306623,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:50:00,4.576667079342057,4.576667079342057,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 04:55:00,4.542317306622907,4.542317306622907,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:00:00,4.574005065347673,4.574005065347673,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:05:00,4.635813807958919,4.635813807958919,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:10:00,4.587487892310105,4.587487892310105,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:15:00,4.544317929126718,4.544317929126718,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:20:00,4.539774085902891,4.539774085902891,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:25:00,4.565390786185073,4.565390786185073,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:30:00,4.593301174906966,4.593301174906966,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:35:00,4.650828485371738,4.650828485371738,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:40:00,4.5254994679722,4.5254994679722,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:45:00,4.577740545485409,4.577740545485409,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:50:00,4.601988248451046,4.601988248451046,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 05:55:00,4.503961065950699,4.503961065950699,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 06:00:00,4.554672635007922,4.554672635007922,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 06:05:00,4.562896853463721,4.562896853463721,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
2025-01-01 06:10:00,4.55746405732189,4.55746405732189,0,normal,SF,Field-like cold-chain signal,42,field_like_temperature
