timestamp,temp_observed,location,boardid,humidity_avg,light_avg,latitude,longitude,model,scenario_id,scenario_name,seed,dataset_name,temp_clean,is_anomaly,anomaly_type
2014-12-15 01:40:00+00:00,23.2,Fitzroy Gardens,505,48.3,93.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,29.549999999999997,1,weak_multivariate_excursion
2014-12-15 01:55:00+00:00,23.2,Fitzroy Gardens,505,47.0,93.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,29.52,1,weak_multivariate_excursion
2014-12-16 03:10:00+00:00,33.5,Fitzroy Gardens,505,14.9,97.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,29.456,1,weak_multivariate_excursion
2014-12-16 03:35:00+00:00,31.3,Fitzroy Gardens,505,13.9,91.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,29.364800000000002,1,weak_multivariate_excursion
2014-12-16 03:45:00+00:00,31.6,Fitzroy Gardens,505,13.5,97.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,28.781840000000003,0,normal
2014-12-16 04:35:00+00:00,31.3,Fitzroy Gardens,505,12.8,91.6,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,27.805472000000005,0,normal
2014-12-16 04:45:00+00:00,30.6,Fitzroy Gardens,505,15.0,88.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,26.954377600000008,0,normal
2014-12-16 04:55:00+00:00,30.0,Fitzroy Gardens,505,14.6,87.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,26.203502080000007,0,normal
2014-12-16 05:05:00+00:00,30.0,Fitzroy Gardens,505,12.5,90.6,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,25.60280166400001,1,weak_multivariate_excursion
2014-12-16 05:15:00+00:00,29.7,Fitzroy Gardens,505,11.4,87.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,25.12224133120001,1,weak_multivariate_excursion
2014-12-16 05:25:00+00:00,29.4,Fitzroy Gardens,505,12.2,85.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,24.73779306496001,1,weak_multivariate_excursion
2014-12-16 05:35:00+00:00,29.0,Fitzroy Gardens,505,13.0,82.7,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,24.43023445196801,1,weak_multivariate_excursion
2014-12-16 05:45:00+00:00,23.9,Fitzroy Gardens,505,37.7,85.7,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,24.154187561574407,1,weak_multivariate_excursion
2014-12-16 05:55:00+00:00,23.2,Fitzroy Gardens,505,39.5,90.6,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,23.90335004925953,0,normal
2014-12-16 06:05:00+00:00,22.9,Fitzroy Gardens,505,40.1,89.1,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,23.642680039407622,0,normal
2014-12-16 06:15:00+00:00,22.3,Fitzroy Gardens,505,42.8,89.1,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,23.3741440315261,0,normal
2014-12-16 06:25:00+00:00,21.6,Fitzroy Gardens,505,44.2,90.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,23.07931522522088,0,normal
2014-12-16 06:40:00+00:00,21.6,Fitzroy Gardens,505,44.7,89.1,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,22.783452180176706,0,normal
2014-12-16 06:50:00+00:00,21.6,Fitzroy Gardens,505,38.8,88.7,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,22.546761744141367,0,normal
2014-12-16 07:00:00+00:00,21.9,Fitzroy Gardens,505,35.5,88.2,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,22.357409395313095,0,normal
2014-12-16 07:10:00+00:00,21.6,Fitzroy Gardens,505,37.9,88.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,22.205927516250476,0,normal
2014-12-16 07:20:00+00:00,20.6,Fitzroy Gardens,505,43.3,86.9,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,21.884742013000384,0,normal
2014-12-16 07:30:00+00:00,20.3,Fitzroy Gardens,505,37.7,77.1,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,21.567793610400308,0,normal
2014-12-16 07:40:00+00:00,19.7,Fitzroy Gardens,505,36.9,85.0,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,21.31423488832025,0,normal
2014-12-16 07:50:00+00:00,20.3,Fitzroy Gardens,505,37.3,86.9,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,20.9913879106562,0,normal
2014-12-16 08:00:00+00:00,18.4,Fitzroy Gardens,505,38.7,76.7,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,20.533110328524963,0,normal
2014-12-16 08:10:00+00:00,18.4,Fitzroy Gardens,505,41.8,79.8,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,20.166488262819968,0,normal
2014-12-16 08:20:00+00:00,18.4,Fitzroy Gardens,505,38.8,72.6,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,19.873190610255975,0,normal
2014-12-16 08:30:00+00:00,18.4,Fitzroy Gardens,505,35.5,77.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,19.63855248820478,0,normal
2014-12-16 08:40:00+00:00,18.7,Fitzroy Gardens,505,34.6,80.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,19.390841990563825,0,normal
2014-12-16 08:50:00+00:00,18.7,Fitzroy Gardens,505,35.7,69.2,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,19.192673592451058,0,normal
2014-12-16 09:00:00+00:00,18.7,Fitzroy Gardens,505,35.7,69.1,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,19.03413887396085,0,normal
2014-12-16 09:10:00+00:00,18.7,Fitzroy Gardens,505,35.1,56.9,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.90731109916868,0,normal
2014-12-16 09:20:00+00:00,18.4,Fitzroy Gardens,505,29.2,48.2,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.805848879334945,0,normal
2014-12-16 09:30:00+00:00,18.4,Fitzroy Gardens,505,29.8,41.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.724679103467956,0,normal
2014-12-16 09:40:00+00:00,18.4,Fitzroy Gardens,505,32.1,19.0,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.659743282774365,0,normal
2014-12-16 09:55:00+00:00,18.1,Fitzroy Gardens,505,33.8,6.6,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.547794626219492,0,normal
2014-12-16 10:05:00+00:00,17.4,Fitzroy Gardens,505,34.1,4.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.318235700975595,0,normal
2014-12-16 10:15:00+00:00,17.1,Fitzroy Gardens,505,33.3,3.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,18.074588560780477,0,normal
2014-12-16 10:25:00+00:00,17.1,Fitzroy Gardens,505,34.4,3.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,17.879670848624382,0,normal
2014-12-16 10:35:00+00:00,16.8,Fitzroy Gardens,505,35.2,3.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,17.663736678899507,0,normal
2014-12-16 10:45:00+00:00,16.8,Fitzroy Gardens,505,35.1,3.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,17.490989343119608,0,normal
2014-12-16 10:55:00+00:00,16.8,Fitzroy Gardens,505,35.5,3.3,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,17.35279147449569,0,normal
2014-12-16 11:05:00+00:00,16.5,Fitzroy Gardens,505,36.2,3.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,17.18223317959655,0,normal
2014-12-16 11:15:00+00:00,16.1,Fitzroy Gardens,505,38.0,3.4,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,16.96578654367724,0,normal
2014-12-16 11:25:00+00:00,15.8,Fitzroy Gardens,505,37.9,3.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,16.732629234941793,0,normal
2014-12-16 11:35:00+00:00,15.8,Fitzroy Gardens,505,38.8,3.5,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,16.546103387953437,0,normal
2014-12-16 11:45:00+00:00,15.5,Fitzroy Gardens,505,39.9,3.6,-37.813073,144.9804061,ENV,REAL_505,Real sensor series - Fitzroy Gardens - board 505,42,real_sensor_board_505,16.33688271036275,0,normal
