timestamp,temp_c,lat,lon,anomaly_label
2025-01-05 08:15:00,20.231131232227103,38.7375003281471,-9.143098280727147,0
2025-01-05 08:16:00,19.383711972692257,38.737502274020905,-9.143096370169124,0
2025-01-05 08:17:00,19.89840963168956,38.73749962587786,-9.143094788978612,0
2025-01-05 08:18:00,19.613841078638583,38.73749901571503,-9.143094269900146,0
2025-01-05 08:19:00,20.475128596934272,38.73749770375531,-9.143092632951712,0
2025-01-05 08:20:00,20.63576207382697,38.73749543717426,-9.143092720157654,0
2025-01-05 08:21:00,19.279177426744592,38.73749235786263,-9.14309178807215,0
2025-01-05 08:22:00,20.41335148719074,38.73749058660876,-9.143092095095701,0
2025-01-05 08:23:00,19.588351965371146,38.73749022304383,-9.14309368027415,0
2025-01-05 08:24:00,19.87354161364034,38.7374919467494,-9.143092383416192,0
2025-01-05 08:25:00,20.01612711453048,38.73748966267764,-9.143090470729586,0
2025-01-05 08:26:00,20.908303081777735,38.737490104266776,-9.143086759791414,0
2025-01-05 08:27:00,19.49807513648456,38.73749043372916,-9.143086363747912,0
2025-01-05 08:28:00,20.41737486132165,38.7374929416736,-9.14308793546264,0
2025-01-05 08:29:00,19.41424779591519,38.7374937982208,-9.143088428123747,0
2025-01-05 08:30:00,19.379703207579634,38.73749474112003,-9.143088631960824,0
2025-01-05 08:31:00,20.014231724209576,38.73749579007063,-9.143088409214114,0
2025-01-05 08:32:00,20.01086474549486,38.73749440372261,-9.143087702899729,0
2025-01-05 08:33:00,18.583840840765372,38.73749354448883,-9.143087158445791,0
2025-01-05 08:34:00,20.57979814468775,38.73749521979107,-9.143085992822403,0
2025-01-05 08:35:00,18.930442937784573,38.73749214359128,-9.143085696687832,0
2025-01-05 08:36:00,19.92703128194335,38.73749112012467,-9.143089034631686,0
2025-01-05 08:37:00,20.663807725802652,38.737489123910784,-9.143088693930943,0
2025-01-05 08:38:00,21.10459198334434,38.737489475276845,-9.1430885638348,0
2025-01-05 08:39:00,19.81847506815571,38.73748884286397,-9.143087738434504,0
2025-01-05 08:40:00,19.283525458191455,38.73748978181968,-9.143088280657814,0
2025-01-05 08:41:00,20.64527411288398,38.73748961832694,-9.143087945369226,0
2025-01-05 08:42:00,20.43257827506013,38.73748729918846,-9.143087111005945,0
2025-01-05 08:43:00,19.755503855210762,38.737485049387,-9.143087351069248,0
2025-01-05 08:44:00,19.6921312708954,38.73748504031422,-9.143086337263345,0
2025-01-05 08:45:00,19.641303918170284,38.73748388361177,-9.143086232075946,0
