timestamp,temp_c
2025-01-01 00:00:00,20.099342830602247
2025-01-01 00:01:00,19.972347139765763
2025-01-01 00:02:00,20.129537707620138
2025-01-01 00:03:00,20.304605971281607
2025-01-01 00:04:00,19.953169325055335
2025-01-01 00:05:00,19.953172608610164
2025-01-01 00:06:00,20.315842563101477
2025-01-01 00:07:00,20.153486945830583
2025-01-01 00:08:00,19.90610512281301
2025-01-01 00:09:00,20.10851200871719
2025-01-01 00:10:00,19.907316461437507
2025-01-01 00:11:00,19.906854049285947
2025-01-01 00:12:00,20.048392454313205
2025-01-01 00:13:00,19.61734395106844
2025-01-01 00:14:00,19.655016433497394
2025-01-01 00:15:00,13.887542494151806
2025-01-01 00:16:00,19.797433775933115
2025-01-01 00:17:00,20.062849466519054
2025-01-01 00:18:00,19.818395184895756
2025-01-01 00:19:00,19.71753925973294
2025-01-01 00:20:00,20.29312975378431
2025-01-01 00:21:00,19.954844739902693
2025-01-01 00:22:00,20.013505640937584
2025-01-01 00:23:00,19.71505036275731
2025-01-01 00:24:00,19.891123455094963
2025-01-01 00:25:00,20.022184517941973
2025-01-01 00:26:00,19.76980128451554
2025-01-01 00:27:00,20.075139603669136
2025-01-01 00:28:00,19.87987226201624
2025-01-01 00:29:00,19.941661250041346
2025-01-01 00:30:00,19.879658677554122
2025-01-01 00:31:00,20.370455636901788
2025-01-01 00:32:00,19.997300555052412
2025-01-01 00:33:00,19.78845781420882
2025-01-01 00:34:00,20.16450898242064
2025-01-01 00:35:00,19.755831270005796
2025-01-01 00:36:00,20.04177271900095
2025-01-01 00:37:00,19.608065975224044
2025-01-01 00:38:00,19.734362790220313
2025-01-01 00:39:00,20.039372247173823
2025-01-01 00:40:00,20.14769331599908
2025-01-01 00:41:00,20.034273656237993
2025-01-01 00:42:00,15.976870343522354
2025-01-01 00:43:00,19.93977926088214
2025-01-01 00:44:00,19.704295601926514
2025-01-01 00:45:00,19.85603115832106
2025-01-01 00:46:00,19.907872245808043
2025-01-01 00:47:00,20.211424445243782
2025-01-01 00:48:00,20.068723657913694
2025-01-01 00:49:00,23.647391968927455
2025-01-01 00:50:00,20.064816793878958
2025-01-01 00:51:00,19.922983543916736
2025-01-01 00:52:00,19.86461559993881
2025-01-01 00:53:00,20.122335257768174
2025-01-01 00:54:00,20.20619990449919
2025-01-01 00:55:00,20.18625602382324
2025-01-01 00:56:00,19.832156495355473
2025-01-01 00:57:00,19.93815752482976
2025-01-01 00:58:00,20.066252686280713
2025-01-01 00:59:00,20.195109025424472
2025-01-01 01:00:00,19.90416515243094
2025-01-01 01:01:00,19.962868204667238
2025-01-01 01:02:00,19.778733005198795
2025-01-01 01:03:00,19.760758675183865
2025-01-01 01:04:00,20.16250516447884
2025-01-01 01:05:00,20.271248005714163
2025-01-01 01:06:00,19.985597975683934
2025-01-01 01:07:00,20.200706579578405
2025-01-01 01:08:00,20.072327205009525
2025-01-01 01:09:00,19.870976049078976
2025-01-01 01:10:00,20.072279121101683
2025-01-01 01:11:00,20.307607313293193
2025-01-01 01:12:00,19.99283479217801
2025-01-01 01:13:00,20.312928731162803
2025-01-01 01:14:00,19.47605097918205
2025-01-01 01:15:00,20.164380500875044
2025-01-01 01:16:00,20.017409413647634
2025-01-01 01:17:00,19.940198529906827
2025-01-01 01:18:00,20.0183521553071
2025-01-01 01:19:00,19.60248621707982
2025-01-01 01:20:00,19.956065622432497
2025-01-01 01:21:00,20.07142251430235
2025-01-01 01:22:00,26.295578808948303
2025-01-01 01:23:00,19.89634595634527
2025-01-01 01:24:00,19.838301279421362
2025-01-01 01:25:00,19.899648591283093
2025-01-01 01:26:00,20.183080423540414
2025-01-01 01:27:00,20.065750221931935
2025-01-01 01:28:00,19.894047959246592
2025-01-01 01:29:00,20.10265348662267
2025-01-01 01:30:00,20.019415509869606
2025-01-01 01:31:00,20.19372899810658
2025-01-01 01:32:00,19.85958938122453
2025-01-01 01:33:00,19.934467570680447
2025-01-01 01:34:00,19.92157836937357
2025-01-01 01:35:00,19.707297010373576
2025-01-01 01:36:00,20.059224055412916
2025-01-01 01:37:00,20.05221105443598
2025-01-01 01:38:00,20.001022691328494
2025-01-01 01:39:00,19.95308257332497
2025-01-01 01:40:00,19.716925851589917
2025-01-01 01:41:00,19.91587093544693
2025-01-01 01:42:00,19.931457096694647
2025-01-01 01:43:00,19.839544546155675
2025-01-01 01:44:00,19.9677428576668
2025-01-01 01:45:00,20.08081017136291
2025-01-01 01:46:00,20.377237180242105
2025-01-01 01:47:00,20.03491556256637
2025-01-01 01:48:00,20.051510078144553
2025-01-01 01:49:00,19.985110816846767
2025-01-01 01:50:00,19.61624575694019
2025-01-01 01:51:00,19.994697224910155
2025-01-01 01:52:00,20.012046041988206
2025-01-01 01:53:00,20.49264842249706
2025-01-01 01:54:00,19.961527807043776
