timestamp,time_min,temp_c,temp_hampel,temp_iqr,temp_zscore,is_outlier_hampel,is_outlier_iqr,is_outlier_zscore,zscore_abs,best_filter_agent_raw_v12,best_filter_agent_v12,best_filter_supervised_v12
2025-01-04 06:30:00,0.0,18.322546169863084,18.322546169863084,18.322546169863084,18.322546169863084,0,0,0,0.26301889218024105,zscore,hampel,hampel
2025-01-04 06:31:00,1.0,17.781665900513403,17.781665900513403,17.781665900513403,17.781665900513403,0,0,0,1.5537443682741163,zscore,hampel,hampel
2025-01-04 06:32:00,2.0,18.06677478908682,18.06677478908682,18.06677478908682,18.06677478908682,0,0,0,0.5934363361851109,zscore,hampel,hampel
2025-01-04 06:33:00,3.0,17.79683709383927,17.79683709383927,17.79683709383927,17.79683709383927,0,0,0,1.469945404194691,zscore,hampel,hampel
2025-01-04 06:34:00,4.0,18.369865496238145,18.369865496238145,18.369865496238145,18.369865496238145,0,0,0,0.261686240675958,zscore,hampel,hampel
2025-01-04 06:35:00,5.0,18.58551569775274,18.58551569775274,18.58551569775274,18.58551569775274,0,0,0,0.8823927867543254,zscore,hampel,hampel
2025-01-04 06:36:00,6.0,18.32431682034821,18.32431682034821,18.32431682034821,18.32431682034821,0,0,0,0.10342370603687007,zscore,hampel,hampel
2025-01-04 06:37:00,7.0,18.57719402036728,18.57719402036728,18.57719402036728,18.57719402036728,0,0,0,0.819487923287611,zscore,hampel,hampel
2025-01-04 06:38:00,8.0,18.187398790993104,18.187398790993104,18.187398790993104,18.187398790993104,0,0,0,0.23662463005882353,zscore,hampel,hampel
2025-01-04 06:39:00,9.0,18.518265381346943,18.518265381346943,18.518265381346943,18.518265381346943,0,0,0,0.7581544132780317,zscore,hampel,hampel
2025-01-04 06:40:00,10.0,18.24776378045085,18.24776378045085,18.24776378045085,18.24776378045085,0,0,0,0.039724081457062264,zscore,hampel,hampel
2025-01-04 06:41:00,11.0,17.829127517810416,17.829127517810416,17.829127517810416,17.829127517810416,0,0,0,1.1400379931540037,zscore,hampel,hampel
2025-01-04 06:42:00,12.0,18.35921600015305,18.35921600015305,18.35921600015305,18.35921600015305,0,0,0,0.10682930356464995,zscore,hampel,hampel
2025-01-04 06:43:00,13.0,17.88375754690142,17.88375754690142,17.88375754690142,17.88375754690142,0,0,0,1.037428129449973,zscore,hampel,hampel
2025-01-04 06:44:00,14.0,19.238790133081693,19.238790133081693,18.35921600015305,19.238790133081693,0,1,0,2.31956938232117,zscore,hampel,hampel
2025-01-04 06:45:00,15.0,18.190672664827744,18.190672664827744,18.190672664827744,18.190672664827744,0,0,0,0.33738802159064213,zscore,hampel,hampel
2025-01-04 06:46:00,16.0,18.603393026894818,18.603393026894818,18.603393026894818,18.603393026894818,0,0,0,0.7596344000696527,zscore,hampel,hampel
2025-01-04 06:47:00,17.0,18.361376701816315,18.361376701816315,18.361376701816315,18.361376701816315,0,0,0,0.0727056038768352,zscore,hampel,hampel
2025-01-04 06:48:00,18.0,17.893748479181745,17.893748479181745,17.893748479181745,17.893748479181745,0,0,0,1.0891603753247123,zscore,hampel,hampel
2025-01-04 06:49:00,19.0,17.64851789588256,17.64851789588256,17.64851789588256,17.64851789588256,0,0,0,1.7140576468929265,zscore,hampel,hampel
2025-01-04 06:50:00,20.0,18.728141036899963,18.728141036899963,18.728141036899963,18.728141036899963,0,0,0,0.9060219696829456,zscore,hampel,hampel
2025-01-04 06:51:00,21.0,19.06874899276681,19.06874899276681,19.06874899276681,19.06874899276681,0,0,0,1.5900229366595386,zscore,hampel,hampel
2025-01-04 06:52:00,22.0,18.175430905665905,18.175430905665905,18.175430905665905,18.175430905665905,0,0,0,0.5850521607151798,zscore,hampel,hampel
2025-01-04 06:53:00,23.0,17.82687157451445,17.82687157451445,17.82687157451445,17.82687157451445,0,0,0,1.4535045631283472,zscore,hampel,hampel
2025-01-04 06:54:00,24.0,18.379529989560325,18.379529989560325,18.379529989560325,18.379529989560325,0,0,0,0.25418583890502744,zscore,hampel,hampel
2025-01-04 06:55:00,25.0,18.154639003424464,18.154639003424464,18.154639003424464,18.154639003424464,0,0,0,0.8090999785296795,zscore,hampel,hampel
2025-01-04 06:56:00,26.0,18.28908851521626,18.28908851521626,18.28908851521626,18.28908851521626,0,0,0,0.5313388166484627,zscore,hampel,hampel
2025-01-04 06:57:00,27.0,18.81292550478483,18.81292550478483,18.81292550478483,18.81292550478483,0,0,0,0.6699047845788162,zscore,hampel,hampel
2025-01-04 06:58:00,28.0,18.567978420914272,18.567978420914272,18.567978420914272,18.567978420914272,0,0,0,0.020233712541190458,zscore,hampel,hampel
2025-01-04 06:59:00,29.0,18.275568775515858,18.275568775515858,18.275568775515858,18.275568775515858,0,0,0,0.7783164016445141,zscore,hampel,hampel
2025-01-04 07:00:00,30.0,18.86179504783195,18.86179504783195,18.86179504783195,18.86179504783195,0,0,0,0.6356872768093982,zscore,hampel,hampel
2025-01-04 07:01:00,31.0,18.91197567747648,18.91197567747648,18.91197567747648,18.91197567747648,0,0,0,0.7981315193881305,zscore,hampel,hampel
2025-01-04 07:02:00,32.0,18.529039187772955,18.529039187772955,18.529039187772955,18.529039187772955,0,0,0,0.3018492473710684,zscore,hampel,hampel
2025-01-04 07:03:00,33.0,18.737462104672595,18.737462104672595,18.737462104672595,18.737462104672595,0,0,0,0.24572469053962293,zscore,hampel,hampel
